Gene Name	Protein Domain	Protein domain description	Protein start location	Protein End location	Method	Domain ID
GLO3	PF01412	Putative GTPase activating protein for Arf; Arf GTPase activating protein	17	127	Pfam	2118374
GLR1	PF02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	372	482	Pfam	2122082
GLR1	PF07992	Pyridine nucleotide-disulphide oxidoreductase; FAD/NAD(P)-binding domain	24	349	Pfam	2122083
GLT1	PF00310	Glutamine amidotransferases class-II; Glutamine amidotransferase type 2 domain	54	478	Pfam	2131475
GLT1	PF01493	GXGXG motif; Glutamate synthase, alpha subunit, C-terminal	1319	1507	Pfam	2131476
GLT1	PF01645	Conserved region in glutamate synthase; Glutamate synthase domain	869	1239	Pfam	2131477
GLT1	PF04898	Glutamate synthase central domain; Glutamate synthase, central-N	517	807	Pfam	2131478
GLT1	PF07992	Pyridine nucleotide-disulphide oxidoreductase; FAD/NAD(P)-binding domain	1785	2106	Pfam	2131479
GLT1	PF14691	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster; Dihydroprymidine dehydrogenase domain II	1661	1770	Pfam	2131480
GLY1	PF01212	Beta-eliminating lyase; Aromatic amino acid beta-eliminating lyase/threonine aldolase	16	302	Pfam	2117184
GMC1	PF00394	Multicopper oxidase; Multicopper oxidase, type 1	208	325	Pfam	2127696
GMC1	PF07731	Multicopper oxidase; Multicopper oxidase, type 2	415	548	Pfam	2127697
GMC1	PF07732	Multicopper oxidase; Multicopper oxidase, type 3	96	163	Pfam	2127698
GMH1	PF05216	UNC-50 family; UNC-50	41	271	Pfam	2116924
GNA1	PF00583	GNAT domain	45	148	Pfam	2122469
GND1	PF00393	6-phosphogluconate dehydrogenase, C-terminal domain; 6-phosphogluconate dehydrogenase, C-terminal	178	475	Pfam	2118622
GND1	PF03446	NAD binding domain of 6-phosphogluconate dehydrogenase; 6-phosphogluconate dehydrogenase, NADP-binding	5	172	Pfam	2118623
GND2	PF00393	6-phosphogluconate dehydrogenase, C-terminal domain; 6-phosphogluconate dehydrogenase, C-terminal	181	478	Pfam	2124800
GND2	PF03446	NAD binding domain of 6-phosphogluconate dehydrogenase; 6-phosphogluconate dehydrogenase, NADP-binding	8	175	Pfam	2124801
GNP1	PF00324	Amino acid permease; Amino acid permease/ SLC12A domain	153	618	Pfam	2123617
GON7	PF08738	Gon7 family; EKC/KEOPS complex, subunit Gon7	4	110	Pfam	2122828
GOR1	PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain; D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	64	334	Pfam	2101202
GOR1	PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	125	303	Pfam	2125271
GOS1	PF12352	Snare region anchored in the vesicle membrane C-terminus	136	201	Pfam	2118664
GOT1	PF04178	Got1/Sft2-like family; Vesicle transport protein, Got1/SFT2-like	13	112	Pfam	2102241
GPA1	PF00503	G-protein alpha subunit; Guanine nucleotide binding protein (G-protein), alpha subunit	21	461	Pfam	2107926
GPA2	PF00503	G-protein alpha subunit; Guanine nucleotide binding protein (G-protein), alpha subunit	114	437	Pfam	2109031
GPC1	PF10998	Protein of unknown function (DUF2838); Glycerophosphocholine acyltransferase 1	112	222	Pfam	2123469
GPD1	PF01210	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus; Glycerol-3-phosphate dehydrogenase, NAD-dependent, N-terminal	36	201	Pfam	2125998
GPD1	PF07479	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus; Glycerol-3-phosphate dehydrogenase, NAD-dependent, C-terminal	234	379	Pfam	2125999
GPD2	PF01210	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus; Glycerol-3-phosphate dehydrogenase, NAD-dependent, N-terminal	85	250	Pfam	2122065
GPD2	PF07479	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus; Glycerol-3-phosphate dehydrogenase, NAD-dependent, C-terminal	283	428	Pfam	2122066
GPH1	PF00343	Carbohydrate phosphorylase; Glycosyl transferase, family 35	165	898	Pfam	2107134
GPI1	PF05024	N-acetylglucosaminyl transferase component (Gpi1); N-acetylglucosaminyl transferase component	279	469	Pfam	2124763
GPI10	PF03901	Alg9-like mannosyltransferase family; GPI mannosyltransferase	16	484	Pfam	2113576
GPI11	PF06699	GPI biosynthesis protein family Pig-F; GPI biosynthesis protein Pig-F	55	216	Pfam	2128985
GPI12	PF02585	GlcNAc-PI de-N-acetylase; N-acetylglucosaminyl phosphatidylinositol deacetylase-related	59	185	Pfam	2111916
GPI13	PF01663	Type I phosphodiesterase / nucleotide pyrophosphatase; Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase	218	309	Pfam	2129410
GPI14	PF05007	Mannosyltransferase (PIG-M); GPI mannosyltransferase 1	127	386	Pfam	2123096
GPI15	PF10181	GPI-GlcNAc transferase complex, PIG-H component; GPI-GlcNAc transferase complex, PIG-H component, conserved domain	123	197	Pfam	2125625
GPI16	PF04113	Gpi16 subunit, GPI transamidase component; GPI transamidase component PIG-T	35	591	Pfam	2096035
GPI17	PF10510	Phosphatidylinositol-glycan biosynthesis class S protein; Phosphatidylinositol-glycan biosynthesis class S protein	13	500	Pfam	2091787
GPI18	PF04188	Mannosyltransferase (PIG-V); GPI mannosyltransferase 2	3	433	Pfam	2117865
GPI19	PF08510	PIG-P; PIG-P	3	131	Pfam	2127448
GPI2	PF06432	Phosphatidylinositol N-acetylglucosaminyltransferase; Phosphatidylinositol N-acetylglucosaminyltransferase subunit C	6	273	Pfam	2122781
GPI8	PF01650	Peptidase C13 family; Peptidase C13, legumain	38	276	Pfam	2123629
GPM1	PF00300	Histidine phosphatase superfamily (branch 1); Histidine phosphatase superfamily, clade-1	4	123	Pfam	2098197
GPM1	PF00300	Histidine phosphatase superfamily (branch 1); Histidine phosphatase superfamily, clade-1	143	209	Pfam	2098196
GPM2	PF00300	Histidine phosphatase superfamily (branch 1); Histidine phosphatase superfamily, clade-1	12	92	Pfam	2090025
GPM2	PF00300	Histidine phosphatase superfamily (branch 1); Histidine phosphatase superfamily, clade-1	199	279	Pfam	2130062
GPM3	PF00300	Histidine phosphatase superfamily (branch 1); Histidine phosphatase superfamily, clade-1	9	86	Pfam	2130904
GPM3	PF00300	Histidine phosphatase superfamily (branch 1); Histidine phosphatase superfamily, clade-1	191	278	Pfam	2130905
GPN2	PF03029	Conserved hypothetical ATP binding protein; GPN-loop GTPase	7	260	Pfam	2129763
GPN3	PF03029	Conserved hypothetical ATP binding protein; GPN-loop GTPase	8	255	Pfam	2128917
GPP1	PF13419	Haloacid dehalogenase-like hydrolase; Haloacid dehalogenase-like hydrolase	16	196	Pfam	2121848
GPP2	PF13419	Haloacid dehalogenase-like hydrolase; Haloacid dehalogenase-like hydrolase	16	197	Pfam	2120848
GPR1	PF11710	G protein-coupled glucose receptor regulating Gpa2; Glucose receptor Git3, N-terminal	54	279	Pfam	2130970
GPR1	PF11970	G protein-coupled glucose receptor regulating Gpa2 C-term; G protein-coupled receptor GPR1, C-terminal	610	685	Pfam	2130971
GPT2	PF01553	Acyltransferase; Phospholipid/glycerol acyltransferase	58	298	Pfam	2116994
GPX1	PF00255	Glutathione peroxidase; Glutathione peroxidase	4	111	Pfam	2116555
GPX2	PF00255	Glutathione peroxidase; Glutathione peroxidase	5	112	Pfam	2117636
GRC3	PF16575	mRNA cleavage and polyadenylation factor CLP1 P-loop; Polyribonucleotide 5'-hydroxyl-kinase Clp1, P-loop domain	246	402	Pfam	2098273
GRE2	PF01073	3-beta hydroxysteroid dehydrogenase/isomerase family; 3-beta hydroxysteroid dehydrogenase/isomerase	5	257	Pfam	2103188
GRE3	PF00248	Aldo/keto reductase family; NADP-dependent oxidoreductase domain	23	307	Pfam	2118593
GRH1	PF04495	GRASP55/65 PDZ-like domain; GRASP-type PDZ domain	127	281	Pfam	2091938
GRS1	PF03129	Anticodon binding domain; Anticodon-binding	547	638	Pfam	2089135
GRS2	PF00587	tRNA synthetase class II core domain (G, H, P, S and T); Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)	183	480	Pfam	2129120
GRS2	PF03129	Anticodon binding domain; Anticodon-binding	505	595	Pfam	2129121
GRX1	PF00462	Glutaredoxin; Glutaredoxin	19	85	Pfam	2112454
GRX2	PF00462	Glutaredoxin; Glutaredoxin	53	119	Pfam	2110497
GRX3	PF00085	Thioredoxin; Thioredoxin domain	16	100	Pfam	2091174
GRX3	PF00462	Glutaredoxin; Glutaredoxin	163	226	Pfam	2127304
GRX4	PF00085	Thioredoxin; Thioredoxin domain	8	100	Pfam	2093331
GRX4	PF00462	Glutaredoxin; Glutaredoxin	158	221	Pfam	2114870
GRX5	PF00462	Glutaredoxin; Glutaredoxin	47	114	Pfam	2126529
GRX6	PF00462	Glutaredoxin; Glutaredoxin	128	191	Pfam	2131144
GRX7	PF00462	Glutaredoxin; Glutaredoxin	101	163	Pfam	2117328
GRX8	PF00462	Glutaredoxin; Glutaredoxin	20	83	Pfam	2128343
GSC2	PF02364	1,3-beta-glucan synthase component; Glycosyl transferase, family 48	827	1649	Pfam	2121810
GSC2	PF14288	1,3-beta-glucan synthase subunit FKS1, domain-1; 1,3-beta-glucan synthase subunit FKS1-like, domain-1	320	427	Pfam	2121811
GSF2	PF11055	Glucose signalling factor 2; Glucose signalling factor 2	1	383	Pfam	2127919
GSH1	PF03074	Glutamate-cysteine ligase; Glutamate-cysteine ligase catalytic subunit	253	644	Pfam	2114266
GSH2	PF03199	Eukaryotic glutathione synthase; Glutathione synthase, substrate-binding domain	219	320	Pfam	2129582
GSH2	PF03917	Eukaryotic glutathione synthase, ATP binding domain; Glutathione synthase	9	490	Pfam	2129583
GSM1	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	18	57	Pfam	2122298
GSP1	PF00071	Ras family; Small GTPase	14	170	Pfam	2115121
GSP2	PF00071	Ras family; Small GTPase	15	171	Pfam	2115134
GSY1	PF05693	Glycogen synthase; Glycogen synthase	12	682	Pfam	2111781
GSY2	PF05693	Glycogen synthase; Glycogen synthase	12	683	Pfam	2113026
GTB1	PF12999	Glucosidase II beta subunit-like; Glucosidase II beta subunit, N-terminal	22	189	Pfam	2128017
GTB1	PF13015	Glucosidase II beta subunit-like protein; Glucosidase 2 subunit beta-like	624	690	Pfam	2128018
GTO1	PF13409	Glutathione S-transferase, N-terminal domain; Glutathione S-transferase, N-terminal	31	165	Pfam	2095424
GTO1	PF13410	Glutathione S-transferase, C-terminal domain	241	306	Pfam	2095428
GTO3	PF13409	Glutathione S-transferase, N-terminal domain; Glutathione S-transferase, N-terminal	46	178	Pfam	2100922
GTO3	PF13410	Glutathione S-transferase, C-terminal domain	229	320	Pfam	2127985
GTR1	PF04670	Gtr1/RagA G protein conserved region; Gtr1/RagA G protein	8	250	Pfam	2126105
GTR2	PF04670	Gtr1/RagA G protein conserved region; Gtr1/RagA G protein	12	235	Pfam	2124727
GTS1	PF00627	UBA/TS-N domain; Ubiquitin-associated domain	195	231	Pfam	2121719
GTS1	PF01412	Putative GTPase activating protein for Arf; Arf GTPase activating protein	15	133	Pfam	2094161
GTT1	PF00043	Glutathione S-transferase, C-terminal domain; Glutathione S-transferase, C-terminal	116	217	Pfam	2121623
GTT1	PF02798	Glutathione S-transferase, N-terminal domain; Glutathione S-transferase, N-terminal	4	83	Pfam	2121624
GTT2	PF00043	Glutathione S-transferase, C-terminal domain; Glutathione S-transferase, C-terminal	151	220	Pfam	2131031
GTT2	PF13417	Glutathione S-transferase, N-terminal domain; Glutathione S-transferase, N-terminal	22	99	Pfam	2131032
GUA1	PF00117	Glutamine amidotransferase class-I; Glutamine amidotransferase	16	195	Pfam	2118294
GUA1	PF00958	GMP synthase C terminal domain; GMP synthase, C-terminal	433	524	Pfam	2118295
GUA1	PF02540	NAD synthase; NAD/GMP synthase	224	290	Pfam	2118296
GUD1	PF01979	Amidohydrolase family; Amidohydrolase-related	91	486	Pfam	2129341
GUF1	PF00009	Elongation factor Tu GTP binding domain; Translational (tr)-type GTP-binding domain	45	225	Pfam	2122739
GUF1	PF00679	Elongation factor G C-terminus; Elongation factor EFG, domain V-like	449	534	Pfam	2122740
GUF1	PF03144	Elongation factor Tu domain 2; Translation elongation factor EFTu-like, domain 2	249	318	Pfam	2122741
GUF1	PF06421	GTP-binding protein LepA C-terminus; GTP-binding protein LepA, C-terminal	538	643	Pfam	2099852
GUK1	PF00625	Guanylate kinase; Guanylate kinase/L-type calcium channel beta subunit	2	185	Pfam	2110021
GUP1	PF03062	MBOAT, membrane-bound O-acyltransferase family; Membrane bound O-acyl transferase, MBOAT	170	509	Pfam	2124434
GUP2	PF03062	MBOAT, membrane-bound O-acyltransferase family; Membrane bound O-acyl transferase, MBOAT	202	557	Pfam	2129924
GUS1	PF00749	tRNA synthetases class I (E and Q), catalytic domain; Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain	201	506	Pfam	2122674
GUS1	PF03950	tRNA synthetases class I (E and Q), anti-codon binding domain; Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain	509	681	Pfam	2122675
GUT1	PF00370	FGGY family of carbohydrate kinases, N-terminal domain; Carbohydrate kinase, FGGY, N-terminal	142	393	Pfam	2113765
GUT1	PF02782	FGGY family of carbohydrate kinases, C-terminal domain; Carbohydrate kinase, FGGY, C-terminal	402	625	Pfam	2113766
GUT2	PF01266	FAD dependent oxidoreductase; FAD dependent oxidoreductase	69	466	Pfam	2113773
GUT2	PF16901	C-terminal domain of alpha-glycerophosphate oxidase; Alpha-glycerophosphate oxidase, C-terminal	488	633	Pfam	2113774
GVP36	PF10455	Bin/amphiphysin/Rvs domain for vesicular trafficking; BAR domain-containing family	28	297	Pfam	2121450
GWT1	PF06423	GWT1; Phosphatidylinositol anchor biosynthesis protein PIGW/GWT1	297	450	Pfam	2122925
GYL1	PF00566	Rab-GTPase-TBC domain; Rab-GTPase-TBC domain	349	497	Pfam	2127627
GYP5	PF00566	Rab-GTPase-TBC domain; Rab-GTPase-TBC domain	455	648	Pfam	2130944
GYP6	PF00566	Rab-GTPase-TBC domain; Rab-GTPase-TBC domain	124	329	Pfam	2115094
GYP7	PF00566	Rab-GTPase-TBC domain; Rab-GTPase-TBC domain	507	655	Pfam	2123500
GYP8	PF00566	Rab-GTPase-TBC domain; Rab-GTPase-TBC domain	74	257	Pfam	2122450
GZF3	PF00320	GATA zinc finger; Zinc finger, GATA-type	131	164	Pfam	2122273
HAA1	PF00649	Copper fist DNA binding domain; Copper fist DNA-binding domain	2	40	Pfam	2131558
HAC1	PF07716	Basic region leucine zipper; Basic-leucine zipper domain	38	77	Pfam	2121886
HAL5	PF00069	Protein kinase domain; Protein kinase domain	598	837	Pfam	2119389
HAL9	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	134	171	Pfam	2130498
HAL9	PF04082	Fungal specific transcription factor domain; Transcription factor domain, fungi	389	652	Pfam	2130499
HAM1	PF01725	Ham1 family; Ham1-like protein	6	190	Pfam	2123168
HAP1	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	63	96	Pfam	2108389
HAP2	PF02045	CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B; Nuclear transcription factor Y subunit A	159	214	Pfam	2107143
HAP3	PF00808	Histone-like transcription factor (CBF/NF-Y) and archaeal histone; Transcription factor CBF/NF-Y/archaeal histone domain	41	104	Pfam	2109597
HAP4	PF10297	Minimal binding motif of Hap4 for binding to Hap2/3/5; Hap4 transcription factor, heteromerisation domain	65	80	Pfam	2109704
HAP5	PF00125	Core histone H2A/H2B/H3/H4; Histone H2A/H2B/H3	95	223	Pfam	2126432
HAS1	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	66	238	Pfam	2127069
HAS1	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	279	383	Pfam	2127070
HAS1	PF13959	Domain of unknown function (DUF4217); Domain of unknown function DUF4217	425	485	Pfam	2127071
HAT1	PF00583	GNAT domain	177	260	Pfam	2130937
HAT1	PF10394	Histone acetyl transferase HAT1 N-terminus; Histone acetyl transferase HAT1 N-terminal	11	162	Pfam	2130938
HAT2	PF00400	WD domain, G-beta repeat; WD40 repeat	286	324	Pfam	2120484
HAT2	PF12265	Histone-binding protein RBBP4 or subunit C of CAF1 complex; Histone-binding protein RBBP4, N-terminal	12	81	Pfam	2120485
HBN1	PF00881	Nitroreductase family; Nitroreductase	13	152	Pfam	2089873
HBS1	PF00009	Elongation factor Tu GTP binding domain; Translational (tr)-type GTP-binding domain	167	361	Pfam	2114932
HBS1	PF08938	HBS1 N-terminus; HBS1-like protein, N-terminal	5	83	Pfam	2097837
HCA4	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	65	234	Pfam	2111036
HCA4	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	277	388	Pfam	2111037
HCA4	PF13959	Domain of unknown function (DUF4217); Domain of unknown function DUF4217	429	489	Pfam	2111038
HCH1	PF09229	Activator of Hsp90 ATPase, N-terminal; Activator of Hsp90 ATPase, N-terminal	13	147	Pfam	2125264
HCM1	PF00250	Forkhead domain; Fork head domain	108	191	Pfam	2090019
HCR1	PF08597	Translation initiation factor eIF3 subunit; Eukaryotic translation initiation factor 3 subunit J	1	265	Pfam	2128257
HCS1	PF13086	AAA domain; DNA2/NAM7 helicase, helicase domain	207	434	Pfam	2116064
HCS1	PF13087	AAA domain; DNA2/NAM7 helicase-like, C-terminal	445	650	Pfam	2098755
HDA1	PF00850	Histone deacetylase domain; Histone deacetylase domain	83	393	Pfam	2125684
HDA1	PF09757	Arb2 domain; Arb2 domain	456	702	Pfam	2102044
HDA2	PF11496	Class II histone deacetylase complex subunits 2 and 3; HDA1 complex subunit 2/3	10	310	Pfam	2092452
HDA3	PF11496	Class II histone deacetylase complex subunits 2 and 3; HDA1 complex subunit 2/3	26	299	Pfam	2105622
HEF3	PF00005	ABC transporter; ABC transporter-like	446	572	Pfam	2125695
HEF3	PF00005	ABC transporter; ABC transporter-like	685	925	Pfam	2125696
HEF3	PF17947	Four helical bundle domain; Four helical bundle domain	336	411	Pfam	2101997
HEH2	PF09402	Man1-Src1p-C-terminal domain; Man1/Src1, C-terminal	329	661	Pfam	2126955
HEH2	PF12949	HeH/LEM domain; HeH/LEM domain	8	42	Pfam	2126956
HEK2	PF00013	KH domain; K Homology domain, type 1	48	107	Pfam	2117829
HEK2	PF00013	KH domain; K Homology domain, type 1	159	222	Pfam	2117830
HEK2	PF00013	KH domain; K Homology domain, type 1	261	327	Pfam	2117831
HEL1	PF00097	Zinc finger, C3HC4 type (RING finger); Zinc finger, C3HC4 RING-type	179	223	Pfam	2116886
HEL1	PF01485	IBR domain, a half RING-finger domain; IBR domain	245	314	Pfam	2116887
HEL1	PF01485	IBR domain, a half RING-finger domain; IBR domain	331	378	Pfam	2116888
HEL2	PF13920	Zinc finger, C3HC4 type (RING finger)	61	109	Pfam	2128210
HEM1	PF00155	Aminotransferase class I and II; Aminotransferase, class I/classII	114	480	Pfam	2108273
HEM12	PF01208	Uroporphyrinogen decarboxylase (URO-D); Uroporphyrinogen decarboxylase (URO-D)	8	358	Pfam	2113986
HEM13	PF01218	Coproporphyrinogen III oxidase; Coproporphyrinogen III oxidase, aerobic	15	327	Pfam	2109150
HEM14	PF13450	NAD(P)-binding Rossmann-like domain	16	80	Pfam	2120581
HEM15	PF00762	Ferrochelatase; Ferrochelatase	39	357	Pfam	2110297
HEM2	PF00490	Delta-aminolevulinic acid dehydratase; Delta-aminolevulinic acid dehydratase	22	337	Pfam	2106842
HEM25	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	11	90	Pfam	2129254
HEM25	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	115	200	Pfam	2129255
HEM25	PF00153	Mitochondrial carrier protein; Mitochondrial substrate/solute carrier	223	306	Pfam	2129256
HEM3	PF01379	Porphobilinogen deaminase, dipyromethane cofactor binding domain; Porphobilinogen deaminase, N-terminal	6	222	Pfam	2113276
HEM3	PF03900	Porphobilinogen deaminase, C-terminal domain; Porphobilinogen deaminase, C-terminal	235	310	Pfam	2113277
HEM4	PF02602	Uroporphyrinogen-III synthase HemD; Tetrapyrrole biosynthesis, uroporphyrinogen III synthase	22	265	Pfam	2107050
HER2	PF01425	Amidase; Amidase signature domain	6	457	Pfam	2127087
HES1	PF01237	Oxysterol-binding protein; Oxysterol-binding protein	18	371	Pfam	2116406
HFA1	PF00289	Biotin carboxylase, N-terminal domain; Biotin carboxylase-like, N-terminal domain	2	106	Pfam	2102056
HFA1	PF00364	Biotin-requiring enzyme; Biotin/lipoyl attachment	621	686	Pfam	2102081
HFA1	PF01039	Carboxyl transferase domain; Acetyl-CoA carboxylase	1469	2026	Pfam	2102085
HFA1	PF02785	Biotin carboxylase C-terminal domain; Biotin carboxylase, C-terminal	375	481	Pfam	2102079
HFA1	PF02786	Carbamoyl-phosphate synthase L chain, ATP binding domain; Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain	158	339	Pfam	2102082
